chr3	95478444	95540233	0
chr3	19501693	19522123	56.905
chr3	18588685	18592337	15.76
chr3	18572220	18607741	5.655
chr3	47807372	47821803	2.21
chr3	32927910	32945106	15.87
chr3	7288263	7294639	0.72
chr3	41346092	41350828	0
chr3	45263119	45317029	1.89
chr3	17392498	17476894	1.985
chr3	24256335	24362412	0
chr3	60924460	60937159	27.975
chr3	35578046	35726413	55.6
chr3	97732084	97740472	0.57
chr3	3283283	3301401	11.195
chr3	57372477	57385044	0.025
chr3	50543058	50555852	7.49
chr3	50560715	50627474	0.475
chr3	3018445	3022383	4.205
chr3	97005553	97011040	4.665
chr3	70722526	70809534	5.29
chr3	39623565	39708120	31.51
chr3	98291650	98401090	22.67
chr3	140084746	140176983	8.32
chr3	13891229	13991425	2.885
chr3	141551278	141655244	62.69
chr3	68008578	68029282	1.48
chr3	54779712	54801323	0.06
chr3	77798773	77957503	13.475
chr3	75769533	75789896	0
chr3	241356285	241494841	41.415
chr3	17493895	17544416	2.945
chr3	30496621	30504841	51.655
chr3	87876216	87909553	57.96
chr3	3594507	3606875	0.975
chr3	112422887	112481017	35.985
chr3	39704481	39709444	0
chr3	14069490	14231736	12.49
chr3	74453790	74602605	13.44
chr3	39385629	39391154	59.985
chr3	38722974	38932394	24.63
chr3	12789498	12991643	7.58
chr3	12991612	13018065	102.955
chr3	12570577	12660182	0.75
chr3	2903972	2929349	0.06
chr3	7898247	7927739	0.475
chr3	10300865	10373130	0.01
chr3	1688574	1788674	32.02
chr3	134286350	134371047	1.345
chr3	157876679	158136154	0.06
chr3	2817180	2826304	0
chr3	45079288	45305284	24.41
chr3	15963076	16084378	0.025
chr3	17933015	17943991	119.01
chr3	41549518	41586844	0
chr3	2593183	2685615	72.275
chr3	27756766	27800529	0.855
chr3	11598470	11969748	0.02
chr3	28614446	28645454	70.995
chr3	28473293	28497781	0
chr3	9910606	10198606	1.855
chr3	45162928	45178237	8.08
chr3	3777970	3802129	15.81
chr3	41673303	41706976	0
chr3	63928738	63932336	0
chr3	63938554	63972918	0.695
chr3	112523514	112620825	27.48
chr3	154295795	154330350	0.34
chr3	31784779	31817961	33.215
chr3	784974	788397	48.61
chr3	58059	76355	3.99
chr3	188969	229463	43.125
chr3	50362613	50504244	4.415
chr3	1333638	1349439	1.675
chr3	1349240	1351878	43.55
chr3	566995	584109	27.175
chr3	1612337	1677908	20.7
chr3	35473597	35497079	4.82
chr3	169722640	169764705	0.015
chr3	6634168	6701924	54.815
chr3	171090901	171117819	0.75
chr3	16129086	16151367	5.47
chr3	100843324	100874359	0.495
chr3	23506438	23531233	13.005
chr3	170535120	170553307	150.085
chr3	47571901	47619857	1.81
chr3	15246069	15522042	14.955
chr3	18425583	18653629	2.56
chr3	209583714	209613939	0
chr3	1702379	1724357	26.11
chr3	1751232	1780457	40.855
chr3	50818723	50847619	0
chr3	50713526	50773033	0
chr3	38039205	38124025	0.375
chr3	6161779	6272644	15.55
chr3	87934143	88202889	5.605
chr3	106090505	106112589	31.005
chr3	63432304	63446354	6.15
chr3	50962174	51120868	70.21
chr3	48636463	48662886	7.175
chr3	122064583	122144308	17.595
chr3	6310436	6328506	0.245
chr3	42581840	42596934	21.595
chr3	4343527	4360086	11.605
chr3	16347142	16609259	56.495
chr3	106991364	107093549	20.565
chr3	46019153	46023053	0.505
chr3	12995475	13098796	9.745
chr3	133454848	133571926	3.415
chr3	3046062	3060729	1.905
chr3	3065297	3082192	0.245
chr3	2088708	2135898	35.525
chr3	50600793	50613981	9.105
chr3	40019097	40061215	61.8
chr3	22987417	23020509	4.555
chr3	36968383	37084372	14.565
chr3	169966635	169998373	59.15
chr3	56067254	56074510	734.505
chr3	114716913	114758676	416.28
chr3	157138926	157269370	80.16
chr3	111299028	111483715	16.17
chr3	124375903	125204312	4.8
chr3	18630846	18748866	0.615
chr3	11022009	11047239	8.005
chr3	150368892	150405969	0.03
chr3	27725961	27763116	16.865
chr3	209756032	209782320	0.17
chr3	77274956	77320883	31.61
chr3	142147162	142224685	56.625
chr3	73593194	73624543	8.655
chr3	73440406	73522293	76.605
chr3	13621498	13711835	22.245
chr3	36354091	36387800	0.09
chr3	231337104	231355023	48.645
chr3	171781660	171814023	37.815
chr3	4562208	4615302	22.69
chr3	32350132	32381885	140.88
chr3	48599002	48610976	131.945
chr3	38178245	38230670	28.445
chr3	6199715	6238271	23.98
chr3	42692663	42702824	0.085
chr3	6493356	6531955	91.945
chr3	6538961	6556073	18.69
chr3	45668221	45683722	1.515
chr3	52410660	52423641	9.805
chr3	52433035	52445103	1.5
chr3	52455118	52493068	53.175
chr3	52495338	52524495	0.08
chr3	49806866	49817376	22.265
chr3	220621	262873	0.055
chr3	149476988	149521096	18.615
chr3	33750679	33799231	0.155
chr3	3222325	3236221	10.315
chr3	6786858	6820799	0.56
chr3	6873569	6914241	1.975
chr3	101349338	101390796	0.49
chr3	26087226	26098343	0.165
chr3	41027202	41242306	25.17
chr3	111660332	111873452	85.93
chr3	142751469	142956698	5.395
chr3	171248471	171285978	0.345
chr3	23743448	23762059	40.16
chr3	23791110	23795539	48.865
chr3	11806096	11848079	8.745
chr3	62627670	62693597	9.205
chr3	51153590	51171744	24.04
chr3	150190062	150222788	0
chr3	3077355	3286564	6.985
chr3	93237550	93333092	21.395
chr3	3750772	3761692	16.07
chr3	58205441	58219605	18.095
chr3	43690108	43734371	14.095
chr3	8528874	8732137	0
chr3	15380050	15419141	48.9
chr3	51177425	51260163	11.315
chr3	51260546	51297936	35.11
chr3	5620047	5781696	28.565
chr3	15999784	16045015	35.825
chr3	797075	812327	437.07
chr3	38211006	38229714	9.11
chr3	61513714	61581148	1.92
chr3	45388561	45554726	37.395
chr3	17077730	17207986	19.975
chr3	43646095	43670547	5.01
chr3	36389821	36453791	115.565
chr3	15419978	15449956	35.495
chr3	122940833	123104866	21.05
chr3	91140484	91183217	0.11
chr3	45692403	45703989	18.475
chr3	46347087	46392981	95.945
chr3	65056354	65087004	12.245
chr3	39249266	39437301	15.695
chr3	35704558	35717038	0.22
chr3	35904401	35908295	0
chr3	21158377	21180616	5.79
chr3	152166234	152451315	0.26
chr3	43044295	43170245	36.44
chr3	45407334	45478828	37.11
chr3	35319261	35347361	0
chr3	50267558	50277546	0.95
chr3	21839617	21885423	16.965
chr3	49174802	49186528	11.73
chr3	46435645	46485234	0
chr3	28600469	28756561	17.9
chr3	100473708	100564414	0
chr3	53267398	53349179	62.455
chr3	45374176	45446119	0.38
chr3	19703865	19744939	0
chr3	53708517	53727745	15.69
chr3	93207241	93229215	27.135
chr3	50418501	50561126	23.395
chr3	31234152	31269451	5.245
chr3	39971165	39981764	87.5
chr3	6575189	6623362	6.225
chr3	170459548	170586075	0.03
chr3	170418868	170454733	0.06
chr3	44319625	44324870	113.1
chr3	29820394	29848039	1.45
chr3	151341772	151378449	124.145
chr3	83147324	83193936	19.44
chr3	83193357	83198935	2.15
chr3	200853009	200864691	28.055
chr3	106357748	106510198	25.325
chr3	76781733	76826246	20.505
chr3	141958328	141990292	34.125
chr3	154401236	154412112	19.64
chr3	31073860	31104799	64.095
chr3	12974870	13000265	20.69
chr3	12890782	12917937	1.18
chr3	150361422	150514178	2.825
chr3	60971680	61020377	0
chr3	1712858	1745171	93.26
chr3	96521595	96555276	9.235
chr3	65261913	65305959	72.61
chr3	143437659	143541447	14.875
chr3	65180566	65212006	36.24
chr3	132317369	132368302	1.04
chr3	63588609	63607197	101.345
chr3	41990502	42090461	44.665
chr3	149928651	149936879	1.21
chr3	99710868	99732127	29.64
chr3	91271323	91417844	7.25
chr3	42157104	42238349	17.845
chr3	130088	254637	19.875
chr3	48676596	48691431	0.97
chr3	89613308	89638456	0.135
chr3	17734138	17774770	22.495
chr3	139293674	139331677	258.505
chr3	44512535	44541330	0.13
chr3	50346126	50363138	12.95
chr3	109792758	109857705	18.055
chr3	27235308	27258420	0
chr3	44379119	44490658	31.92
chr3	51383448	51394730	9.615
chr3	53812335	53846419	6.83
chr3	136999971	137045180	0.065
chr3	86468368	86500259	0
chr3	86547078	86580754	0
chr3	52694486	52706032	46.545
chr3	130850595	131016712	33.77
chr3	102395874	102481744	0.08
chr3	48458537	48470260	0.385
chr3	9475009	9538114	25.56
chr3	70704204	70808619	32.675
chr3	40692439	41072415	6.79
chr3	218382029	218396894	0.125
chr3	149517235	149736714	13.555
chr3	177392746	177567024	37.585
chr3	132309309	132318736	0
chr3	119538149	119565409	41.59
chr3	160115759	160143591	0.015
chr3	32628032	32821051	27.06
chr3	56375846	56393538	1.46
chr3	124747474	124752255	0.825
chr3	118606440	118658031	10.1
chr3	118942194	118994660	0
chr3	54153446	54173986	0
chr3	45095806	45235110	2.45
chr3	45240302	45286341	0.085
chr3	48917598	48921740	13.175
chr3	150401637	150412969	0.475
chr3	81699010	81770438	0.16
chr3	124942123	124988189	14.345
chr3	35557473	35567274	36.15
chr3	37784191	37844896	3.56
chr3	152445477	152447150	0
chr3	52051663	52204308	29.495
chr3	60734742	60969965	50.03
chr3	54566117	54793315	5.93
chr3	24899511	24965121	4.375
chr3	94415570	94493885	14.6
chr3	73646178	73662819	5.735
chr3	2832332	2841959	8.895
chr3	99828013	99866093	0.195
chr3	32830509	32869767	0.23
chr3	32063556	32157637	19.12
chr3	78170373	79868291	13.09
chr3	3087107	3166739	8.335
chr3	34851782	34969742	21.885
chr3	210477682	210679107	8.79
chr3	56929207	56974383	0
chr3	136146702	136211359	81.205
chr3	56468585	56519449	68.065
chr3	161847063	161899981	0.12
chr3	54953130	55001142	0
chr3	141207166	141308305	9.105
chr3	120533480	120577588	125.975
chr3	102317377	102342702	8.655
chr3	112424428	112447572	30.76
chr3	123358428	123627774	3.445
chr3	494512	507300	61.04
chr3	206114817	206159509	63.22
chr3	52622458	52745843	24.625
chr3	99979185	100099052	34.3
chr3	52198086	52214327	39.52
chr3	102317484	102339403	0.265
chr3	42272152	42323261	13.655
chr3	193090866	193106114	27.785
chr3	61762420	61796428	4.59
chr3	15911302	16037381	13.865
chr3	15882387	15903478	122.89
chr3	99782640	99852594	0.735
chr3	35297818	35321771	2.86
chr3	150149183	150164720	25.63
chr3	93885199	93909456	18.53
chr3	42564029	42693505	13.46
chr3	47713422	47743134	2
chr3	68474152	68497221	71.195
chr3	138773769	138793319	14.665
chr3	89364616	89412273	10.64
chr3	122399551	122433119	28.07
chr3	35771974	35950370	24.24
chr3	56752161	56787790	3.095
chr3	47248300	47269033	8.475
chr3	50525752	50530032	7.9
chr3	50508224	50524780	36.925
chr3	44942130	44960397	42.67
chr3	107867756	107958208	99.245
chr3	32108056	32176563	49.06
chr3	17228241	17237593	275.54
chr3	63659300	63698684	2.615
chr3	88953813	89029605	1.7
chr3	166922113	166957191	33.49
chr3	35138882	35232402	0.165
chr3	51003656	51023107	12.69
chr3	161129967	161274061	9.195
chr3	160739057	160754821	0.03
chr3	26402237	26415208	3.15
chr3	23730189	23889400	9.955
chr3	61187559	61550980	6.155
chr3	156840063	156859117	0.04
chr3	137197483	137219449	21.675
chr3	177600132	177610330	30.94
chr3	156806240	156816848	5.025
chr3	57907629	58159920	19.36
chr3	12166991	12209228	0.215
chr3	95217746	95302799	37.425
chr3	42086110	42196585	1.025
chr3	850291	892801	22.34
chr3	64094123	64146090	46.85
chr3	133952170	133990432	42.16
chr3	27332836	27425289	7.87
chr3	136256627	136289851	309.315
chr3	69398015	69462390	23.585
chr3	41653220	41896741	1.18
chr3	87799554	87812435	0
chr3	155256134	155314493	31.16
chr3	5282265	5386340	67.24
chr3	150980509	150990771	189.08
chr3	47778087	47848555	43.465
chr3	33572547	33580293	22.56
chr3	110668779	110806558	0.005
chr3	212999691	213152427	1.14
chr3	44345246	44353106	69.885
chr3	137937960	138051961	18.395
chr3	119294383	119420714	2.33
chr3	49463370	49493107	8.845
chr3	109213918	109238182	126.35
chr3	5916139	5978142	82.445
chr3	58298504	58373887	16.465
chr3	3188925	3377830	16.39
chr3	7534004	7561764	26.285
chr3	20567138	20691444	3.475
chr3	5033702	5087379	23.705
chr3	122471600	122500932	23.44
chr3	151211484	151227205	55.395
chr3	151232483	151240979	19.825
chr3	69567922	70151945	2.345
chr3	65410592	65744121	11.485
chr3	67612652	67701155	57.765
chr3	78215293	78418348	2.045
chr3	42458844	42522582	51.99
chr3	68054309	68198603	44.99
chr3	27372723	27484420	14.635
chr3	28884483	29118315	9.555
chr3	21284672	21315232	27.895
chr3	48710789	48735311	0.105
chr3	84905656	84906671	439.045
chr3	131013875	131027649	7.13
chr3	100257060	100336218	8.55
chr3	143450805	143490616	23.265
chr3	75566375	75577881	52.68
chr3	171635417	171652688	0
chr3	217730	266398	5.56
chr3	70295976	70302067	80.835
chr3	73995193	74121363	46.205
chr3	60596912	60700190	19.285
chr3	63907036	64072033	0.985
chr3	58583504	58659853	20.385
chr3	244408494	244451909	54.475
chr3	67558727	67607337	0.2
chr3	78852977	78925387	13.205
chr3	39287456	39366375	118.74
chr3	100260992	100325251	17.7
chr3	224470150	224585397	53.73
chr3	2045046	2165552	5.065
chr3	38327598	38422908	0
chr3	99684298	99727301	0.28
chr3	77562416	77683419	35.77
chr3	20144855	20183206	0
chr3	119355215	119381711	9.62
chr3	122183668	122291629	0.005
chr3	42659284	42667006	5.21
chr3	172958729	172969771	108.965
chr3	180601506	180649624	25.685
chr3	6599239	6633291	72.72
chr3	16246840	16352480	11.2
chr3	154038959	154220478	18.185
chr3	13764522	13774282	56.92
chr3	57768471	57772119	25.45
chr3	54008985	54012769	9.305
chr3	177430774	177442437	9.1
chr3	25160663	25279204	9.19
chr3	13568738	13627725	23.79
chr3	163503114	163519558	33.005
chr3	165873237	166104457	0.99
chr3	67873052	67884499	77.37
chr3	14143342	14532128	32.225
chr3	83471618	83582303	27.86
chr3	10944539	11182186	14.67
chr3	16107878	16567490	0.13
chr3	68737292	68835537	2.22
chr3	55307989	55425579	97.99
chr3	13690328	14011818	0.08
chr3	80408013	80483379	18.755
chr3	67518418	67546788	16.685
chr3	41142116	41261438	0
chr3	34656328	34832612	23.575
chr3	157625679	157671480	0.17
chr3	49859882	49878351	29.095
chr3	12751702	12758458	0.155
chr3	71637835	71724701	9.105
chr3	169583636	169604778	86.06
chr3	73420369	73747708	34.16
chr3	19312326	19329300	13.695
chr3	3636459	3663103	23.32
chr3	20241415	20283246	3.02
chr3	7235029	7239722	54.39
chr3	24487100	24644978	0.36
chr3	98444854	98594392	15.95
chr3	54717860	54895516	0.125
chr3	78540405	78552417	322.365
chr3	108596152	109208005	0
chr3	194640791	194672463	29.98
chr3	51942345	51948867	4.815
chr3	115019575	115118207	1.11
chr3	6624868	6635586	14.885
chr3	50586108	50691542	1.37
chr3	89954939	90044764	22.56
chr3	70098223	70132934	2.66
chr3	227632969	227648606	0
chr3	88384924	88470350	4.99
chr3	93784227	93814963	41.225
chr3	85341955	85354531	14.305
chr3	85394753	85418432	3.18
chr3	46838136	46850846	119.015
chr3	215622891	216423448	0.035
chr3	49850421	50121329	0
chr3	132866958	133134903	0.255
chr3	24294069	24359014	0
chr3	129375848	129452279	9.255
chr3	182938074	182985953	21.355
chr3	134524312	134583230	2.925
chr3	99981784	99986765	72.63
chr3	170246233	170297815	0
chr3	39838110	39883511	21.78
chr3	114043866	114046904	0.375
chr3	42153410	42155820	0
chr3	43037617	43053943	9.9
chr3	138610967	138935034	122.065
chr3	18892298	18984114	13.065
chr3	17134982	17503923	6.915
chr3	89107621	89482134	4.39
chr3	125234853	125241382	239.2
chr3	31497624	31551351	63.5
chr3	14002474	14029893	8.075
chr3	13734743	13777955	17.745
chr3	13770939	13938638	8.165
chr3	142202342	142205290	0.03
chr3	67952046	68237032	1.6
chr3	1049538	1160991	8.185
chr3	113513694	113595285	17.245
chr3	16587999	16712936	13.37
chr3	53715543	53843558	31.76
chr3	56977722	57031158	97.81
chr3	52581317	52709817	6.3
chr3	35948221	36244514	2.27
chr3	186311652	186375693	149.035
chr3	149162410	149221829	0.03
chr3	27550133	27780344	12.215
chr3	15522807	15663058	19.645
chr3	37685791	37732130	1.485
chr3	5531869	5946232	0.22
chr3	4487735	4538508	15.665
chr3	17737449	17754988	37.405
chr3	10015254	10144474	0.01
chr3	11117651	11665920	0.365
chr3	17629306	17781621	0.235
chr3	47850690	48089272	95.36
chr3	117560269	117602542	23.88
chr3	117287353	117425942	0
chr3	113797874	113875572	40.51
chr3	18086949	19002416	0.975
chr3	176647387	176659054	20.485
chr3	176383946	176388927	72.03
chr3	15469865	15601552	10.665
chr3	102204502	102238961	8.495
chr3	127346790	127431924	17.93
chr3	11965210	11968068	0.18
chr3	11976734	12574287	5.33
chr3	16548372	16610594	0.56
chr3	42206694	42217861	29.72
chr3	42173364	42181338	0
chr3	77660009	77820869	55.92
chr3	12230030	12512047	11.99
chr3	10798397	11336675	6.01
chr3	93451685	93566112	89.245
chr3	135531455	135725270	69.61
chr3	40300489	40317813	0.335
chr3	88492793	88580851	6.02
chr3	60866454	60945073	14.17
chr3	65148738	65481920	0.39
chr3	9234774	9271337	3.7
chr3	7771296	7781432	56.91
chr3	7784291	7845177	1.38
chr3	7843083	7853512	0.105
chr3	7915871	7943165	0.12
chr3	50532682	50543750	0.21
chr3	32946953	33399509	9.985
chr3	32091074	32105722	71.565
chr3	74027789	74069907	0.02
chr3	74231499	74254458	99.665
chr3	156776020	157210779	42.41
chr3	1317752	1345099	98.575
chr3	58044226	58401540	10.825
chr3	49250438	49264800	0.79
chr3	49269793	49301461	3.755
chr3	74640023	74722647	39.48
chr3	72320367	72368395	6.215
chr3	74732856	74925472	0.155
chr3	59484443	59505410	34.54
chr3	11956207	12009769	3.36
chr3	144355288	144380632	0
chr3	26152198	26187137	10.445
chr3	13786557	13814568	27.865
chr3	50175788	50283520	28.86
chr3	51047962	51060424	49.3
chr3	51391317	51515763	2.555
chr3	131009174	131094473	2.065
chr3	70852353	71047816	0.005
chr3	121131408	121227466	0.11
chr3	180233143	180292099	44.165
chr3	178237476	178590393	0.53
chr3	75228181	75268053	45.815
chr3	6211345	6234711	15.405
chr3	56932142	56944864	47.985
chr3	18929201	18941261	5.82
chr3	40694774	40732340	13.065
chr3	121431431	121545988	15.105
chr3	138652336	138834928	16.44
chr3	88643275	88651083	109.855
chr3	175917873	176034680	65.775
chr3	138403531	138422197	62.23
chr3	123152320	123244014	52.84
chr3	19129669	19376400	16.94
chr3	31131433	31135727	0.11
chr3	114769479	114780685	24.375
chr3	97356357	97426076	30.765
chr3	158769026	158908050	8.61
chr3	165327667	165343164	21.555
chr3	43358920	43494933	37.945
chr3	44260440	44310139	4.82
chr3	133196455	133612541	0.325
chr3	89124871	89619149	14.62
chr3	110243940	110358349	0.32
chr3	19301991	19312144	44.93
chr3	19251805	19260128	48.41
chr3	37521206	37523690	1.915
chr3	17215346	17220237	15.285
chr3	183178041	183428778	0.65
chr3	2825348	2835544	1.775
chr3	23689453	23956222	6.89
chr3	57268924	57298742	25.57
chr3	25377263	25418498	16.76
chr3	2444654	2849105	1.245
chr3	36136570	36156053	38.32
chr3	36224432	36305357	124.11
chr3	136848724	136851027	62.24
chr3	137048107	137054061	0.395
chr3	159803355	159904756	0.02
chr3	235131634	235328219	47.21
chr3	241590102	241677376	1.26
chr3	243256034	243500091	13.84
chr3	219289623	219309648	0.055
chr3	210328252	210676296	1.62
chr3	10210570	10381603	33.12
chr3	1609915	1613897	97.225
chr3	46762617	47175699	9.425
chr3	63761899	64226433	10.9
chr3	67533290	67589612	12.93
chr3	51596514	51768390	8.24
chr3	57329803	57343994	0
chr3	55997357	56005519	0
chr3	74696429	74731426	0.63
chr3	73400487	73598189	20.2
chr3	73376399	73397474	9.795
chr3	87837820	87993665	0.57
chr3	202265736	202303661	187.55
chr3	16352575	16398145	92.73
chr3	150944961	150978321	1.61
chr3	148697914	148801110	75.73
chr3	153990148	154038936	12.36
chr3	157266079	157395595	32.685
chr3	149218641	149411613	51.33
chr3	149566294	149591748	20.505
chr3	37099210	37157522	29.065
chr3	78787381	78841441	32.915
chr3	152134922	152436644	62.435
chr3	85018082	85048500	11.91
chr3	56183990	56386172	0.12
chr3	20248691	20352234	29.075
chr3	100969458	100987515	57.1
chr3	52812962	52830688	2.395
chr3	52777595	52792068	0
chr3	169729470	169757944	23.75
chr3	32354350	32444740	98.95
chr3	130202707	130268899	17.775
chr3	72031902	72148305	0.43
chr3	44881162	45010005	4.085
chr3	120902393	120929173	0.43
chr3	122844556	122905359	40.975
chr3	53846568	53865794	7.755
chr3	111555381	111606906	11.275
chr3	2828822	2882818	10.845
chr3	98795941	98901695	27.555
chr3	63655197	63661893	0
chr3	179293714	179358680	28.88
chr3	32790745	32896798	13.285
chr3	75796882	75913242	0.585
chr3	113105788	113120685	0
chr3	5765222	5842132	160.525
chr3	105993463	106109939	0.17
chr3	106045423	106325791	20.51
chr3	94567122	94650557	1.97
chr3	23778418	23788232	36.68
chr3	42494569	42756947	33.505
chr3	179653032	179804366	37.845
chr3	182793503	182923011	20.21
chr3	183186238	183245127	0.325
chr3	90466424	91210590	7.17
chr3	128051641	128071705	122.125
chr3	79773563	79935460	60.81
chr3	78959906	79090780	0.34
chr3	44210019	44334577	1.995
chr3	16740273	16972964	14.4
chr3	22297375	22335101	60.99
chr3	203626832	203744081	18.545
chr3	203795623	203854999	61.66
chr3	97160867	97183247	32.51
chr3	53851719	53889798	11.895
chr3	53765478	53838463	42.49
chr3	186105668	186362234	0.085
chr3	2911931	2951208	30.335
chr3	1363205	1414751	33.475
chr3	139777051	140020325	2.635
chr3	140023749	140062951	0.34
chr3	95605941	95656711	89.67
chr3	234391313	234479179	29.23
chr3	151670504	151761007	22.25
chr3	69897688	69942945	3.905
chr3	96278261	96400480	14.2
chr3	111631334	111654351	6.595
chr3	7919230	8019007	3.98
chr3	102402617	102421539	0.935
chr3	79679803	79754503	9.18
chr3	10699089	10723323	267.315
chr3	10618923	10674318	1.01
chr3	752579	911452	90.895
chr3	50857255	50857662	0
chr3	68721012	68792377	104.03
chr3	62804835	62814000	31.92
chr3	3136033	3163749	0.21
chr3	4153631	4173054	0.13
chr3	26787054	26800659	4.115
chr3	29236516	29326813	22.175
chr3	31259568	31296788	88.205
chr3	130396133	130768228	0
chr3	102876467	103108872	0.025
chr3	32892811	32993316	42.55
chr3	166364919	166383013	48.52
chr3	38103129	38137242	28.365
chr3	24810024	24949101	21.75
chr3	47782722	47833132	14.145
chr3	20246165	20303963	0.46
chr3	123089241	123194266	12.355
chr3	138083990	138092365	0.05
chr3	35615829	35621094	2.95
chr3	182909115	183038858	41.365
chr3	27710822	27756295	57.32
chr3	155758992	155807811	12.21
chr3	131711081	131799738	47.58
chr3	195863364	195911945	14.595
chr3	62466817	62600476	16.435
chr3	68636189	68727468	1.125
chr3	3041471	3112727	0
chr3	57173948	57264679	55.525
chr3	75759512	75801535	1.865
chr3	44326555	44367217	1.675
chr3	56271699	56300391	223.555
chr3	41503637	41513887	1.745
chr3	43866558	43869893	91.7
chr3	46366050	46432985	18.67
chr3	86435256	86521792	30.18
chr3	59707192	59842255	85.8
chr3	60443158	60526242	21.63
chr3	50384204	50418018	50.555
chr3	28954901	29006440	0.44
chr3	53006282	53042215	266.545
chr3	49289638	49325215	0.965
chr3	47608196	47703277	8.77
chr3	48619291	48630717	14.82
chr3	48615328	48619184	970.89
chr3	48637946	48646187	11.245
chr3	55452985	55462343	39.57
chr3	55654146	55674716	221.855
chr3	55675226	55709858	57.945
chr3	39391303	39400641	25.325
chr3	321714	438291	6.5
chr3	19146993	19150292	0.045
chr3	153334147	153360110	15.71
chr3	150692971	150765108	41.455
chr3	240435663	240468076	14.245
chr3	77800109	77935014	10.255
chr3	1795620	1827157	23.245
chr3	2462220	2515857	36.215
chr3	201233443	201361836	9.575
chr3	41359607	41700044	3.505
chr3	26905181	26938326	45.29
chr3	26971579	27014434	59.84
chr3	49990005	49995224	0.85
chr3	124673844	124697518	10.97
chr3	2301997	2318204	0.18
chr3	44714844	44728509	0.315
chr3	976655	991732	1.6
chr3	98732236	98821201	10.815
chr3	84368527	84464187	0.74
chr3	49495293	49515008	0.395
chr3	125955796	126063335	13.895
chr3	119730774	119832863	25.19
chr3	139561570	139777998	27.81
chr3	128954180	129055173	43.265
