GeneID	meanvect
ENSG00000230342	0
ENSG00000230343	0
ENSG00000230347	0
ENSG00000230350	0
ENSG00000230352	0
ENSG00000230353	0
ENSG00000230355	0
ENSG00000230356	0
ENSG00000230358	0.625
ENSG00000230359	0
ENSG00000230360	0.14
ENSG00000230361	0
ENSG00000230362	0.055
ENSG00000230364	0.11
ENSG00000230365	0
ENSG00000230366	0.585
ENSG00000230368	0.115
ENSG00000230370	0.13
ENSG00000230371	0
ENSG00000230373	2.97
ENSG00000230375	0
ENSG00000230376	0.165
ENSG00000230377	0
ENSG00000230379	0
ENSG00000230381	0
ENSG00000230383	0.42
ENSG00000230384	0.065
ENSG00000230385	0
ENSG00000230386	0
ENSG00000230387	0.025
ENSG00000230390	0
ENSG00000230391	0.065
ENSG00000230392	0.12
ENSG00000230393	0.045
ENSG00000230395	0
ENSG00000230397	1.2
ENSG00000230398	0
ENSG00000230399	0.03
ENSG00000230400	0
ENSG00000230401	0
ENSG00000230402	0
ENSG00000230403	0
ENSG00000230404	0.165
ENSG00000230405	0
ENSG00000230406	0
ENSG00000230407	0
ENSG00000230408	0.175
ENSG00000230409	33.98
ENSG00000230411	0
ENSG00000230412	0
ENSG00000230415	1.95
ENSG00000230416	0
ENSG00000230417	0.15
ENSG00000230418	0
ENSG00000230423	0.21
ENSG00000230424	0.745
ENSG00000230425	0.18
ENSG00000230426	6.7
ENSG00000230428	0.245
ENSG00000230430	0
ENSG00000230432	0
ENSG00000230433	0.28
ENSG00000230434	0
ENSG00000230435	0
ENSG00000230437	0
ENSG00000230438	0.33
ENSG00000230440	0
ENSG00000230442	0.155
ENSG00000230444	0
ENSG00000230445	0.02
ENSG00000230447	0
ENSG00000230448	0.135
ENSG00000230449	0.565
ENSG00000230450	0
ENSG00000230451	0
ENSG00000230452	0
ENSG00000230453	31.78
ENSG00000230454	1.565
ENSG00000230457	0.24
ENSG00000230458	0
ENSG00000230459	0.215
ENSG00000230461	0.62
ENSG00000230465	0.24
ENSG00000230468	0
ENSG00000230469	0
ENSG00000230470	0.145
ENSG00000230471	0
ENSG00000230472	0
ENSG00000230474	0
ENSG00000230476	0
ENSG00000230477	0
ENSG00000230478	0.94
ENSG00000230479	0
ENSG00000230480	0
ENSG00000230481	0
ENSG00000230482	0.145
ENSG00000230483	0
ENSG00000230484	0
ENSG00000230485	0
ENSG00000230487	1.665
ENSG00000230489	0
ENSG00000230490	0
ENSG00000230491	0
ENSG00000230492	0
ENSG00000230495	0
ENSG00000230496	0
ENSG00000230497	0
ENSG00000230498	0.38
ENSG00000230499	0.31
ENSG00000230500	0
ENSG00000230501	0
ENSG00000230502	0
ENSG00000230506	0
ENSG00000230507	0.075
ENSG00000230508	0
ENSG00000230510	0.085
ENSG00000230513	3.965
ENSG00000230515	0
ENSG00000230516	0.07
ENSG00000230519	0.21
ENSG00000230520	0
ENSG00000230521	0.215
ENSG00000230522	0
ENSG00000230523	0.025
ENSG00000230524	0.075
ENSG00000230526	0
ENSG00000230528	0.08
ENSG00000230529	0
ENSG00000230530	21.455
ENSG00000230531	0.04
ENSG00000230532	0
ENSG00000230533	0.175
ENSG00000230534	0.37
ENSG00000230535	0
ENSG00000230536	0.235
ENSG00000230537	0.24
ENSG00000230538	0
ENSG00000230539	0
ENSG00000230542	0.13
ENSG00000230543	0
ENSG00000230546	0
ENSG00000230547	0
ENSG00000230548	0
ENSG00000230549	0
ENSG00000230550	0.105
ENSG00000230551	5.765
ENSG00000230552	0
ENSG00000230555	1.555
ENSG00000230556	0
ENSG00000230558	0.14
ENSG00000230559	0
ENSG00000230561	0.34
ENSG00000230562	0
ENSG00000230563	0
ENSG00000230564	0
ENSG00000230565	0.89
ENSG00000230568	0.395
ENSG00000230569	0.215
ENSG00000230570	0.05
ENSG00000230571	0
ENSG00000230572	0.095
ENSG00000230573	0
ENSG00000230575	0
ENSG00000230576	0
ENSG00000230578	0.035
ENSG00000230580	0.26
ENSG00000230581	0.37
ENSG00000230583	0.185
ENSG00000230584	0.035
ENSG00000230585	0.44
ENSG00000230587	0.03
ENSG00000230589	0
ENSG00000230590	30.945
ENSG00000230592	0
ENSG00000230593	0.16
ENSG00000230594	0
ENSG00000230595	0
ENSG00000230596	0
ENSG00000230597	0
ENSG00000230598	0
ENSG00000230599	0
ENSG00000230600	0
ENSG00000230601	0
ENSG00000230603	0
ENSG00000230604	0.365
ENSG00000230605	0
ENSG00000230606	31.05
ENSG00000230607	0.06
ENSG00000230609	0.39
ENSG00000230611	0
ENSG00000230612	1.655
ENSG00000230613	1.04
ENSG00000230614	0
ENSG00000230615	1.79
ENSG00000230617	0
ENSG00000230618	0
ENSG00000230621	0
ENSG00000230622	0
ENSG00000230623	0
ENSG00000230626	0.15
ENSG00000230627	0
ENSG00000230628	0
ENSG00000230629	19.415
ENSG00000230630	0.51
ENSG00000230631	0
ENSG00000230634	0.165
ENSG00000230635	0
ENSG00000230636	0
ENSG00000230637	0.41
ENSG00000230638	0.075
ENSG00000230639	0
ENSG00000230643	0
ENSG00000230645	0
ENSG00000230646	0
ENSG00000230647	0
ENSG00000230648	0
ENSG00000230649	0
ENSG00000230650	0.185
ENSG00000230651	3.34
ENSG00000230654	0
ENSG00000230655	0
ENSG00000230657	0.42
ENSG00000230658	0.195
ENSG00000230659	0
ENSG00000230661	0.45
ENSG00000230662	0
ENSG00000230663	0
ENSG00000230665	0.03
ENSG00000230666	0
ENSG00000230667	0.175
ENSG00000230668	0
ENSG00000230671	0.205
ENSG00000230673	0
ENSG00000230676	0.06
ENSG00000230679	1.095
ENSG00000230680	0.115
ENSG00000230681	0
ENSG00000230682	0
ENSG00000230683	0.17
ENSG00000230684	0
ENSG00000230686	0
ENSG00000230687	0.075
ENSG00000230690	0
ENSG00000230691	0
ENSG00000230694	0
ENSG00000230695	0
ENSG00000230696	0
ENSG00000230697	0.32
ENSG00000230698	0.56
ENSG00000230701	1.205
ENSG00000230702	0.36
ENSG00000230703	0
ENSG00000230704	0.09
ENSG00000230706	0
ENSG00000230707	0.375
ENSG00000230709	0
ENSG00000230710	0
ENSG00000230711	0
ENSG00000230712	0
ENSG00000230714	0
ENSG00000230715	21.04
ENSG00000230716	0
ENSG00000230718	0
ENSG00000230720	0.155
ENSG00000230721	0.25
ENSG00000230724	15.44
ENSG00000230725	0
ENSG00000230727	0
ENSG00000230728	0
ENSG00000230729	0
ENSG00000230730	0
ENSG00000230731	0.045
ENSG00000230732	1.345
ENSG00000230733	0
ENSG00000230734	1.505
ENSG00000230735	0.215
ENSG00000230736	0.92
ENSG00000230737	0
ENSG00000230739	0
ENSG00000230741	0.125
ENSG00000230746	0
ENSG00000230747	0.4
ENSG00000230748	0
ENSG00000230749	1.735
ENSG00000230750	0
ENSG00000230751	0.29
ENSG00000230753	0.21
ENSG00000230755	0
ENSG00000230756	0.18
ENSG00000230757	0
ENSG00000230758	0
ENSG00000230759	0
ENSG00000230764	0
ENSG00000230768	0.09
ENSG00000230769	1.135
ENSG00000230772	0.495
ENSG00000230773	0.045
ENSG00000230777	0.485
ENSG00000230778	1.155
ENSG00000230779	0
ENSG00000230781	0
ENSG00000230782	0.05
ENSG00000230783	0.085
ENSG00000230785	0
ENSG00000230787	0.055
ENSG00000230788	0
ENSG00000230789	0.16
ENSG00000230790	0.11
ENSG00000230793	0.06
ENSG00000230794	0
ENSG00000230795	0.245
ENSG00000230796	0
ENSG00000230797	3.29
ENSG00000230798	5.13
ENSG00000230799	0.07
ENSG00000230801	0.56
ENSG00000230803	0
ENSG00000230804	0
ENSG00000230805	0
ENSG00000230806	1.18
ENSG00000230807	0.175
ENSG00000230809	0
ENSG00000230813	0
ENSG00000230814	0
ENSG00000230815	0
ENSG00000230817	0.165
ENSG00000230818	0
ENSG00000230819	0
ENSG00000230820	0
ENSG00000230821	0
ENSG00000230823	0.17
ENSG00000230825	0.35
ENSG00000230826	0.455
ENSG00000230828	0
ENSG00000230829	0
ENSG00000230830	0
ENSG00000230831	0
ENSG00000230832	0.225
ENSG00000230833	0.36
ENSG00000230834	0
ENSG00000230835	0.155
ENSG00000230836	0.775
ENSG00000230837	0
ENSG00000230838	0
ENSG00000230840	0
ENSG00000230841	0.405
ENSG00000230843	0
ENSG00000230844	3.6
ENSG00000230845	0
ENSG00000230846	0
ENSG00000230847	6.445
ENSG00000230848	0
ENSG00000230849	1.855
ENSG00000230851	0
ENSG00000230852	0
ENSG00000230853	0
ENSG00000230854	0
ENSG00000230859	0
ENSG00000230860	0
ENSG00000230863	0.19
ENSG00000230864	0
ENSG00000230865	0.665
ENSG00000230866	0
ENSG00000230867	0
ENSG00000230869	0
ENSG00000230870	0.08
ENSG00000230871	0
ENSG00000230872	0.225
ENSG00000230873	0.695
ENSG00000230876	0.035
ENSG00000230879	0
ENSG00000230881	0
ENSG00000230882	0.24
ENSG00000230886	0
ENSG00000230889	0
ENSG00000230891	0
ENSG00000230894	0.2
ENSG00000230896	2.22
ENSG00000230897	0.15
ENSG00000230898	0
ENSG00000230899	0
ENSG00000230902	0.375
ENSG00000230904	0
ENSG00000230908	0
ENSG00000230910	0.72
ENSG00000230911	1.755
ENSG00000230912	0.765
ENSG00000230913	0
ENSG00000230914	0
ENSG00000230916	0
ENSG00000230918	0.095
ENSG00000230920	0
ENSG00000230921	0
ENSG00000230922	0.28
ENSG00000230923	0
ENSG00000230926	0
ENSG00000230927	0
ENSG00000230928	0.15
ENSG00000230929	0.445
ENSG00000230931	0
ENSG00000230932	0
ENSG00000230934	0
ENSG00000230935	1.16
ENSG00000230936	0
ENSG00000230937	0.235
ENSG00000230941	0
ENSG00000230942	0
ENSG00000230943	0.075
ENSG00000230944	0
ENSG00000230945	0
ENSG00000230946	1.73
ENSG00000230947	0
ENSG00000230948	0
ENSG00000230950	0.055
ENSG00000230951	0
ENSG00000230952	0
ENSG00000230953	2.92
ENSG00000230955	0
ENSG00000230956	0
ENSG00000230958	0.22
ENSG00000230960	0
ENSG00000230962	0
ENSG00000230964	0
ENSG00000230965	0.38
ENSG00000230967	0
ENSG00000230968	0
ENSG00000230969	0
ENSG00000230970	0.11
ENSG00000230972	0
ENSG00000230973	0
ENSG00000230975	0
ENSG00000230977	0
ENSG00000230978	0
ENSG00000230979	0.91
ENSG00000230980	0
ENSG00000230982	7.485
ENSG00000230986	0
ENSG00000230987	0.015
ENSG00000230988	0.135
ENSG00000230989	77.055
ENSG00000230990	0
ENSG00000230991	0.095
ENSG00000230992	0.105
ENSG00000230993	0.805
ENSG00000230994	0
ENSG00000230997	0
ENSG00000230999	0.055
ENSG00000231001	0
ENSG00000231004	0
ENSG00000231005	0
ENSG00000231006	0.13
ENSG00000231007	0.27
ENSG00000231009	0
ENSG00000231010	0.195
ENSG00000231011	0
ENSG00000231013	0.03
ENSG00000231015	0
ENSG00000231017	0
ENSG00000231018	0
ENSG00000231019	0
ENSG00000231020	0
ENSG00000231022	0
ENSG00000231023	0.02
ENSG00000231024	0
ENSG00000231026	0
ENSG00000231028	0.39
ENSG00000231029	0.14
ENSG00000231031	0
ENSG00000231032	0
ENSG00000231034	0
ENSG00000231035	0
ENSG00000231039	0
ENSG00000231040	0.045
ENSG00000231043	0.18
ENSG00000231046	0.165
ENSG00000231047	0
ENSG00000231049	0.06
ENSG00000231050	1.28
ENSG00000231051	0
ENSG00000231052	0
ENSG00000231053	0.37
ENSG00000231054	0.225
ENSG00000231056	0
ENSG00000231057	0.1
ENSG00000231058	0
ENSG00000231060	0
ENSG00000231061	0
ENSG00000231062	0
ENSG00000231063	0.355
ENSG00000231064	2.485
ENSG00000231066	1.035
ENSG00000231068	0
ENSG00000231069	0.06
ENSG00000231070	0
ENSG00000231071	0
ENSG00000231072	0
ENSG00000231073	0.17
ENSG00000231074	29.645
ENSG00000231078	0
ENSG00000231079	0.755
ENSG00000231080	0
ENSG00000231081	0.285
ENSG00000231082	0
ENSG00000231083	0
ENSG00000231084	0.68
ENSG00000231086	0.005
ENSG00000231087	0.36
ENSG00000231090	0
ENSG00000231092	0.075
ENSG00000231093	0
ENSG00000231095	0
ENSG00000231096	0
ENSG00000231098	0
ENSG00000231099	0
ENSG00000231100	0
ENSG00000231102	0
ENSG00000231103	0
ENSG00000231104	0.68
ENSG00000231105	0.28
ENSG00000231106	0
ENSG00000231107	0.745
ENSG00000231108	0
ENSG00000231110	0
ENSG00000231112	0.325
ENSG00000231113	2.615
ENSG00000231114	0
ENSG00000231119	0.63
ENSG00000231120	0.2
ENSG00000231122	0
ENSG00000231123	0
ENSG00000231124	0
ENSG00000231125	2.24
ENSG00000231128	0.51
ENSG00000231130	0.14
ENSG00000231131	0
ENSG00000231132	1.12
ENSG00000231133	0
ENSG00000231134	0.135
ENSG00000231136	0.55
ENSG00000231137	0.045
ENSG00000231138	0
ENSG00000231139	0
ENSG00000231140	0
ENSG00000231141	0
ENSG00000231143	0
ENSG00000231144	0
ENSG00000231147	0.04
ENSG00000231148	0
ENSG00000231149	0.255
ENSG00000231150	0
ENSG00000231152	0
ENSG00000231153	0
ENSG00000231154	0.98
ENSG00000231156	0
ENSG00000231158	0
ENSG00000231159	0
ENSG00000231160	0.37
ENSG00000231162	0.075
ENSG00000231163	0
ENSG00000231164	0
ENSG00000231165	0.915
ENSG00000231166	0
ENSG00000231167	0.465
ENSG00000231169	0.26
ENSG00000231170	0
ENSG00000231171	0
ENSG00000231172	0
ENSG00000231173	0
ENSG00000231175	0
ENSG00000231177	4.045
ENSG00000231178	0
ENSG00000231181	1.745
ENSG00000231183	0
ENSG00000231184	0
ENSG00000231185	0
ENSG00000231187	6.135
ENSG00000231188	0.135
ENSG00000231189	0.075
ENSG00000231192	0.03
ENSG00000231193	0.33
ENSG00000231194	0
ENSG00000231195	0
ENSG00000231198	0
ENSG00000231199	0.03
ENSG00000231201	0.215
ENSG00000231202	0
ENSG00000231203	0
ENSG00000231204	0.23
ENSG00000231205	0
ENSG00000231206	0.205
ENSG00000231207	0
ENSG00000231208	0
ENSG00000231210	0.045
ENSG00000231211	0
ENSG00000231212	1.45
ENSG00000231213	0
ENSG00000231216	0.025
ENSG00000231219	0.055
ENSG00000231221	0
ENSG00000231222	0
ENSG00000231226	0
ENSG00000231227	0.135
ENSG00000231228	0
ENSG00000231231	0
ENSG00000231232	0
ENSG00000231233	0
ENSG00000231234	0.635
ENSG00000231235	0
ENSG00000231236	0
ENSG00000231237	0.06
ENSG00000231238	0
ENSG00000231240	0
ENSG00000231241	0
ENSG00000231243	0
ENSG00000231244	0
ENSG00000231245	8.56
ENSG00000231246	0
ENSG00000231248	0
ENSG00000231249	0.455
ENSG00000231251	0
ENSG00000231252	0
ENSG00000231253	0.11
ENSG00000231254	0
ENSG00000231255	0
ENSG00000231256	0.045
ENSG00000231258	0
ENSG00000231259	1.965
ENSG00000231261	0
ENSG00000231264	0
ENSG00000231265	0
ENSG00000231266	0
ENSG00000231270	0
ENSG00000231271	0
ENSG00000231272	0
ENSG00000231274	0
ENSG00000231276	0.05
ENSG00000231278	0
ENSG00000231280	0
ENSG00000231290	0.16
ENSG00000231291	0
ENSG00000231292	0
ENSG00000231293	0
ENSG00000231295	0
ENSG00000231296	1.47
ENSG00000231297	0
ENSG00000231298	0.1
ENSG00000231299	0
ENSG00000231300	0.24
ENSG00000231301	0
ENSG00000231302	0
ENSG00000231304	0.395
ENSG00000231305	1.29
ENSG00000231307	0.42
ENSG00000231310	0.075
ENSG00000231311	0
ENSG00000231312	2.91
ENSG00000231313	0
ENSG00000231316	0
ENSG00000231317	0.03
ENSG00000231322	0
ENSG00000231324	0.1
ENSG00000231326	0
ENSG00000231327	2.29
ENSG00000231328	0
ENSG00000231329	0.805
ENSG00000231331	0
ENSG00000231332	0
ENSG00000231333	0.39
ENSG00000231334	0.1
ENSG00000231336	0.18
ENSG00000231340	0.13
ENSG00000231341	0.085
ENSG00000231344	2.025
ENSG00000231345	0
ENSG00000231346	0.625
ENSG00000231349	0.085
ENSG00000231351	0
ENSG00000231353	0
ENSG00000231355	0.18
ENSG00000231356	0
ENSG00000231357	0.16
ENSG00000231358	0
ENSG00000231359	0.22
ENSG00000231361	0
ENSG00000231362	0
ENSG00000231364	0
ENSG00000231365	21.335
ENSG00000231366	0
ENSG00000231367	0.52
ENSG00000231368	0
ENSG00000231369	0.125
ENSG00000231371	0
ENSG00000231373	0
ENSG00000231375	0
ENSG00000231376	0
ENSG00000231378	0.495
ENSG00000231381	0.385
ENSG00000231382	0
ENSG00000231383	0
ENSG00000231384	0.24
ENSG00000231386	0
ENSG00000231388	0.035
ENSG00000231389	5.92
ENSG00000231390	0.5
ENSG00000231392	0
ENSG00000231393	0.44
ENSG00000231394	0
ENSG00000231395	1.54
ENSG00000231396	0.015
ENSG00000231397	0
ENSG00000231398	0.175
ENSG00000231399	0
ENSG00000231401	0
ENSG00000231402	0
ENSG00000231403	0
ENSG00000231404	0.21
ENSG00000231405	0
ENSG00000231407	0.135
ENSG00000231409	0
ENSG00000231411	0
ENSG00000231412	0
ENSG00000231413	0
ENSG00000231414	0
ENSG00000231416	0.395
ENSG00000231417	0
ENSG00000231418	0
ENSG00000231419	0
ENSG00000231420	0
ENSG00000231421	0
ENSG00000231422	0
ENSG00000231423	0
ENSG00000231424	1.835
ENSG00000231426	0
ENSG00000231427	0.12
ENSG00000231428	0
ENSG00000231431	0
ENSG00000231434	0.17
ENSG00000231436	0
ENSG00000231437	0
ENSG00000231439	1.49
ENSG00000231440	0
ENSG00000231441	0.665
ENSG00000231442	0
ENSG00000231443	1.235
ENSG00000231445	0
ENSG00000231447	0
ENSG00000231449	0
ENSG00000231453	0
ENSG00000231454	0
ENSG00000231458	0
ENSG00000231460	0
ENSG00000231461	0
ENSG00000231464	0.225
ENSG00000231466	2.735
ENSG00000231467	0
ENSG00000231468	3.485
ENSG00000231470	0
ENSG00000231471	0
ENSG00000231473	0.14
ENSG00000231475	0
ENSG00000231476	0
ENSG00000231477	0
ENSG00000231478	0
ENSG00000231480	0
ENSG00000231482	0
ENSG00000231484	0
ENSG00000231487	0
ENSG00000231489	0
ENSG00000231490	0.125
ENSG00000231491	0
ENSG00000231492	0
ENSG00000231494	0
ENSG00000231495	0
ENSG00000231496	0
ENSG00000231500	1363.32
ENSG00000231501	0.52
ENSG00000231503	0.555
ENSG00000231504	0
ENSG00000231505	0
ENSG00000231507	0
ENSG00000231508	0.915
ENSG00000231509	0
ENSG00000231510	0
ENSG00000231512	0
ENSG00000231513	0
ENSG00000231514	0
ENSG00000231515	0
ENSG00000231516	0
ENSG00000231519	0.47
ENSG00000231521	0.235
ENSG00000231523	0
ENSG00000231525	0
ENSG00000231527	21.185
ENSG00000231528	0
ENSG00000231529	0
ENSG00000231530	0.355
ENSG00000231531	0.17
ENSG00000231532	0
ENSG00000231533	0.235
ENSG00000231534	0.42
ENSG00000231535	0
ENSG00000231536	0.08
ENSG00000231537	0
ENSG00000231538	0
ENSG00000231539	0
ENSG00000231540	0
ENSG00000231541	0.085
ENSG00000231542	0.28
ENSG00000231544	0.275
ENSG00000231546	0.09
ENSG00000231547	0.215
ENSG00000231548	0
ENSG00000231549	0.505
ENSG00000231550	0.485
ENSG00000231551	0.32
ENSG00000231552	0
ENSG00000231553	0
ENSG00000231556	1.155
ENSG00000231557	0
ENSG00000231559	0
ENSG00000231560	0
ENSG00000231561	0
ENSG00000231562	0
ENSG00000231563	2.09
ENSG00000231564	0.645
ENSG00000231565	0
ENSG00000231567	0
ENSG00000231568	0
ENSG00000231569	0.335
ENSG00000231570	0
ENSG00000231574	0
ENSG00000231576	0
ENSG00000231579	0.68
ENSG00000231582	0.225
ENSG00000231583	4.2
ENSG00000231584	1.08
ENSG00000231585	0
ENSG00000231586	0
ENSG00000231587	7.375
ENSG00000231588	0.29
ENSG00000231589	0
ENSG00000231590	0
ENSG00000231593	0
ENSG00000231597	0
ENSG00000231600	0
ENSG00000231601	0
ENSG00000231603	0.08
ENSG00000231604	0
ENSG00000231605	0.065
ENSG00000231606	0
ENSG00000231607	15.81
ENSG00000231609	1.91
ENSG00000231610	0
ENSG00000231612	0.14
ENSG00000231613	0
ENSG00000231615	0.09
ENSG00000231616	0.845
ENSG00000231619	0
ENSG00000231620	0
ENSG00000231621	0
ENSG00000231622	1.8
ENSG00000231625	0
ENSG00000231626	0
ENSG00000231628	0.53
ENSG00000231630	0
ENSG00000231635	0
ENSG00000231636	0
ENSG00000231637	0
ENSG00000231638	0.045
ENSG00000231643	0
ENSG00000231645	0
ENSG00000231646	1.54
ENSG00000231648	0
ENSG00000231649	0
ENSG00000231650	0
ENSG00000231651	0.32
ENSG00000231652	0.225
ENSG00000231653	0
ENSG00000231654	0.385
ENSG00000231655	0.365
ENSG00000231660	0
ENSG00000231662	0
ENSG00000231663	3.415
ENSG00000231665	0.25
ENSG00000231666	0
ENSG00000231667	0
ENSG00000231668	0
ENSG00000231671	0
ENSG00000231672	1.02
ENSG00000231674	0
ENSG00000231675	0
ENSG00000231678	0
ENSG00000231680	0.07
ENSG00000231681	0
ENSG00000231682	0
ENSG00000231683	0.015
ENSG00000231684	0
ENSG00000231686	0.165
ENSG00000231688	0.265
ENSG00000231689	0.515
ENSG00000231690	0.755
ENSG00000231691	0.08
ENSG00000231694	0
ENSG00000231697	1.945
ENSG00000231698	0
ENSG00000231699	1.405
ENSG00000231700	0.115
ENSG00000231701	0
ENSG00000231702	2.925
ENSG00000231703	0.155
ENSG00000231704	0.47
ENSG00000231705	0
ENSG00000231706	0
ENSG00000231707	1.45
ENSG00000231711	0.085
ENSG00000231712	0
ENSG00000231713	0
ENSG00000231714	0
ENSG00000231715	0
ENSG00000231716	0
ENSG00000231718	0.025
ENSG00000231720	0
ENSG00000231721	4.385
ENSG00000231722	0
ENSG00000231723	0
ENSG00000231724	0.225
ENSG00000231725	0
ENSG00000231726	0.745
ENSG00000231728	2.37
ENSG00000231729	0.16
ENSG00000231731	3.43
ENSG00000231735	0.105
ENSG00000231738	0.45
ENSG00000231739	0
ENSG00000231740	0
ENSG00000231741	0.04
ENSG00000231742	0.495
ENSG00000231743	0
ENSG00000231744	0.765
ENSG00000231747	0
ENSG00000231748	0
ENSG00000231749	0
ENSG00000231750	0
ENSG00000231752	0.27
ENSG00000231754	0
ENSG00000231755	0
ENSG00000231756	0
ENSG00000231758	0
ENSG00000231760	1.115
ENSG00000231762	0.075
ENSG00000231763	0
ENSG00000231764	1.875
ENSG00000231765	0
ENSG00000231766	0
ENSG00000231767	0.58
ENSG00000231768	0
ENSG00000231769	1.77
ENSG00000231770	2.16
ENSG00000231772	0
ENSG00000231776	0
ENSG00000231777	0
ENSG00000231780	0
ENSG00000231781	0
ENSG00000231782	0
ENSG00000231784	0.33
ENSG00000231787	0.435
ENSG00000231788	0
ENSG00000231789	7.76
ENSG00000231791	0
ENSG00000231793	0
ENSG00000231794	0.155
ENSG00000231795	0
ENSG00000231799	0.595
ENSG00000231801	0
ENSG00000231802	0
ENSG00000231804	0.66
ENSG00000231806	0.555
ENSG00000231808	0.3
ENSG00000231809	0
ENSG00000231810	0
ENSG00000231811	0
ENSG00000231812	0
ENSG00000231814	0
ENSG00000231815	0
ENSG00000231817	0.445
ENSG00000231821	0.07
ENSG00000231822	4.61
ENSG00000231824	0
ENSG00000231826	0.11
ENSG00000231827	0.14
ENSG00000231829	0.35
ENSG00000231830	0.565
ENSG00000231831	0.14
ENSG00000231837	0
ENSG00000231839	0
ENSG00000231840	0.43
ENSG00000231841	0.585
ENSG00000231845	0.3
ENSG00000231848	0
ENSG00000231849	0
ENSG00000231851	0.65
ENSG00000231852	0.125
ENSG00000231855	0
ENSG00000231856	0.965
ENSG00000231857	0.305
ENSG00000231858	0
ENSG00000231859	1.28
ENSG00000231861	0.06
ENSG00000231863	0.05
ENSG00000231864	1.68
ENSG00000231866	0.445
ENSG00000231867	0
ENSG00000231868	0
ENSG00000231870	0.045
ENSG00000231871	4.835
ENSG00000231873	0
ENSG00000231874	0
ENSG00000231875	0
ENSG00000231876	0
ENSG00000231877	0.02
ENSG00000231878	0
ENSG00000231879	0
ENSG00000231880	0
ENSG00000231881	0.22
ENSG00000231882	0.15
ENSG00000231883	0
ENSG00000231884	2.555
ENSG00000231887	10.39
ENSG00000231888	0.745
ENSG00000231889	7.85
ENSG00000231890	1.035
ENSG00000231892	0
ENSG00000231894	0
ENSG00000231896	0
ENSG00000231897	0
ENSG00000231898	0
ENSG00000231900	0
ENSG00000231901	0
ENSG00000231902	0
ENSG00000231903	0
ENSG00000231905	0.51
ENSG00000231906	0
ENSG00000231907	0
ENSG00000231908	1.235
ENSG00000231909	0
ENSG00000231910	0
ENSG00000231911	0
ENSG00000231912	0
ENSG00000231913	0
ENSG00000231914	0
ENSG00000231915	0
ENSG00000231916	0
ENSG00000231918	0
ENSG00000231920	0.1
ENSG00000231922	0
ENSG00000231923	0
ENSG00000231924	0
ENSG00000231925	11.475
ENSG00000231926	0
ENSG00000231927	0.285
ENSG00000231929	0.1
ENSG00000231930	1.97
ENSG00000231931	0
ENSG00000231933	0.085
ENSG00000231934	0.065
ENSG00000231937	0
ENSG00000231940	1.2
ENSG00000231942	0.065
ENSG00000231943	0.04
ENSG00000231944	0.805
ENSG00000231947	0
ENSG00000231948	0
ENSG00000231949	0
ENSG00000231951	0.575
ENSG00000231952	0.23
ENSG00000231953	0.12
ENSG00000231954	0
ENSG00000231955	0
ENSG00000231956	0
ENSG00000231957	0.065
ENSG00000231961	0
ENSG00000231963	0
ENSG00000231964	0
ENSG00000231965	1.06
ENSG00000231966	0.18
ENSG00000231967	0.34
ENSG00000231969	0.16
ENSG00000231970	0.585
ENSG00000231971	0.055
ENSG00000231976	0
ENSG00000231977	0.095
ENSG00000231978	0
ENSG00000231979	0
ENSG00000231980	0
ENSG00000231981	0
ENSG00000231982	0
ENSG00000231983	0.145
ENSG00000231984	0
ENSG00000231985	0
ENSG00000231986	0
ENSG00000231987	0
ENSG00000231988	0
ENSG00000231989	0
ENSG00000231990	0
ENSG00000231991	1.375
ENSG00000231992	0.15
ENSG00000231993	1.015
ENSG00000231995	0
ENSG00000231996	0
ENSG00000231999	1.15
ENSG00000232000	0
ENSG00000232001	0
ENSG00000232002	0.11
ENSG00000232003	0
ENSG00000232004	0
ENSG00000232006	0.85
ENSG00000232009	0.06
ENSG00000232010	0
ENSG00000232015	0.335
ENSG00000232019	0
ENSG00000232021	0.73
ENSG00000232022	0.06
ENSG00000232023	0.175
ENSG00000232024	86.61
ENSG00000232027	0.305
ENSG00000232028	0
ENSG00000232029	0
ENSG00000232030	0
ENSG00000232031	0
ENSG00000232032	0.115
ENSG00000232034	0.66
ENSG00000232035	0
ENSG00000232036	0.135
ENSG00000232037	0
ENSG00000232039	0
ENSG00000232040	2.305
ENSG00000232041	0.285
ENSG00000232042	0
ENSG00000232043	0.385
ENSG00000232044	0.02
ENSG00000232046	0.34
ENSG00000232048	0
ENSG00000232050	0
ENSG00000232053	0
ENSG00000232054	0.145
ENSG00000232056	0
ENSG00000232057	0
ENSG00000232058	0
ENSG00000232059	1.405
ENSG00000232060	0
ENSG00000232063	1.235
ENSG00000232064	0
ENSG00000232065	0
ENSG00000232068	0
ENSG00000232069	0
ENSG00000232070	0.21
ENSG00000232072	0
ENSG00000232073	0
ENSG00000232075	0
ENSG00000232077	0.29
ENSG00000232079	0
ENSG00000232080	0
ENSG00000232081	0.76
ENSG00000232082	0.105
ENSG00000232083	0
ENSG00000232084	0
ENSG00000232085	0.175
ENSG00000232086	0
ENSG00000232087	0
ENSG00000232089	0
ENSG00000232090	0
ENSG00000232091	0.09
ENSG00000232093	2.09
ENSG00000232096	0
ENSG00000232097	0
ENSG00000232098	14.67
ENSG00000232100	0.035
ENSG00000232101	0
ENSG00000232102	0
ENSG00000232104	2.12
ENSG00000232105	0
